"";"nct_id";"tool_results";"has_error";"tool_prompted_pmids";"tool_result_pmids";"tool_ident_steps";"tool_truncated";"X";"has_publication";"publication_doi";"publication_pmid";"publication_url";"identification_step";"has_summary_results";"completion_year";"dataset";"agree";"any_results";"tool_detected_correct_pub";"tool_found_correct_pub"
"439";"NCT02664805";FALSE;TRUE;"30693618,31466119";"";"";NA;2026;TRUE;"10.1111/bjd.18469";31466119;"https://onlinelibrary.wiley.com/doi/full/10.1111/bjd.18469";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;TRUE
"440";"NCT02767544";FALSE;TRUE;"32961589,32989221,33352722,33582379,36068196,37416102";"";"";NA;4539;TRUE;NA;NA;"https://www.clinicsofsurgery.com/uploads/COS-v2-1032.pdf";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"441";"NCT00625898";FALSE;TRUE;"25065528,25260760,26809491,27502725,27817944,29174181,29740627,31235775,31469859";"";"";NA;900;TRUE;"10.1158/1538-7445.am2016-3269";NA;"http://cancerres.aacrjournals.org/content/76/14_Supplement/3269.short";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;NA;NA
"442";"NCT02539199";FALSE;TRUE;"30771243";"";"";NA;3314;TRUE;"10.1111/aogs.13580";NA;"https://obgyn.onlinelibrary.wiley.com/doi/pdf/10.1111/aogs.13580";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;NA;NA
"443";"NCT01693146";TRUE;TRUE;"29149867,33083481";"29149867";"linked_at_registration,pubmed_naive,google_scholar,nct_match";NA;1828;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"444";"NCT01788254";FALSE;TRUE;"28649438";"";"";NA;2675;TRUE;"10.1038/s41540-017-0012-5";28649438;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460240/";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;TRUE
"445";"NCT03080909";TRUE;TRUE;"31759587,35050161,35635627,35761557,36344765";"35761557";"pubmed_enhanced";NA;4137;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"446";"NCT02178631";FALSE;TRUE;"";"";"";NA;2624;TRUE;"10.1016/j.invent.2014.12.003";NA;"https://www.sciencedirect.com/science/article/pii/S2214782914000402";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;NA;NA
"447";"NCT00290667";TRUE;TRUE;"21893736,24297867,25403207,25768993,26847364,27476790,28559537,28990173,30884247,31057011,32424289";"24297867,25768993";"google_scholar";NA;1379;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"448";"NCT01734889";FALSE;TRUE;"";"";"";NA;1838;FALSE;NA;NA;NA;NA;TRUE;2013;"iv";FALSE;TRUE;NA;NA
"449";"NCT00490984";FALSE;TRUE;"";"";"";NA;867;TRUE;"10.1002/lary.22173";21994041;"https://www.ncbi.nlm.nih.gov/pubmed/21994041";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"450";"NCT00696332";TRUE;TRUE;"19961264,20406180,21412722,21704075,22303913,24934355,25720096,28382000,28528135,30879475,30891118";"19961264";"pubmed_naive";NA;1461;FALSE;NA;NA;NA;NA;FALSE;2010;"iv";FALSE;FALSE;NA;NA
"451";"NCT01510860";FALSE;TRUE;"25499978,31396308,32097628,33083254";"";"";NA;1230;TRUE;"10.1002/cpdd.24";27121784;"https://www.ncbi.nlm.nih.gov/pubmed/27121784";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"452";"NCT02348736";FALSE;TRUE;"";"";"";NA;2451;TRUE;"10.1016/j.tacc.2018.01.003";NA;"https://www.sciencedirect.com/science/article/abs/pii/S2210844017302654";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;NA;NA
"453";"NCT01491152";FALSE;TRUE;"31724139,32653878";"";"";NA;2394;TRUE;NA;NA;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114341/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;NA;NA
"454";"NCT01373892";TRUE;TRUE;"24527718,25658479,25734253,27400738,27818311,29158250,30247434,32052537,32919861,33848266,35551210,35888741";"25734253,27400738,27818311,29158250,30247434,32052537,32919861,33848266,35551210,35888741";"linked_at_registration,pubmed_enhanced,nct_match,google_scholar";NA;3980;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"455";"NCT02487381";FALSE;TRUE;"28975060,33304282";"";"";NA;1954;TRUE;"10.3389/fpsyt.2020.576877";33304282;"https://www.frontiersin.org/articles/10.3389/fpsyt.2020.576877/full";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;TRUE
"456";"NCT01206127";FALSE;TRUE;"";"";"";NA;3898;TRUE;"10.1111/j.1755-3768.2012.02560.x";22989158;"https://doi.org/10.1111/j.1755-3768.2012.02560.x";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"457";"NCT03295448";TRUE;TRUE;"31350637,36118751,36797136";"36797136";"pubmed_naive,pubmed_enhanced,google_scholar,nct_match";NA;3679;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"458";"NCT00976859";FALSE;TRUE;"";"";"";NA;1031;TRUE;"10.1159/000348450";23712073;NA;"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"459";"NCT01635114";TRUE;TRUE;"28808418,29484808,32303170,32396836,32526850";"29484808";"google_scholar";NA;1815;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"460";"NCT02751749";FALSE;TRUE;"";"";"";NA;4557;TRUE;"10.1016/j.invent.2017.10.004";30135753;"https://doi.org/10.1016%2Fj.invent.2017.10.004";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"461";"NCT00450684";FALSE;TRUE;"";"";"";NA;860;TRUE;NA;NA;"http://scidok.sulb.uni-saarland.de/volltexte/2017/6827/pdf/Dissertation_ohne_Lebenslauf.pdf";"Other";FALSE;2013;"iv";FALSE;TRUE;NA;NA
"462";"NCT00479609";FALSE;TRUE;"19318223,33148888";"";"";NA;866;TRUE;"10.2337/dc10-1233";21386088;NA;"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"463";"NCT02222675";FALSE;TRUE;"28583631,29975969";"";"";NA;2659;TRUE;"10.1055/a-0637-1725";29975969;"https://www.thieme-connect.com/products/ejournals/abstract/10.1055/a-0637-1725";"Linked at the registration";FALSE;2015;"iv";FALSE;TRUE;FALSE;TRUE
"464";"NCT01049399";FALSE;TRUE;"24361915,24488721,24532007,26948290,27306957,28436538,29251488";"";"";NA;1050;TRUE;"10.1002/mds.25824";24532007;"https://www.ncbi.nlm.nih.gov/pubmed/24532007";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;TRUE
"465";"NCT01417949";FALSE;TRUE;"24698485,25247761,25397475,31729999";"";"";NA;2282;TRUE;"10.1186/s12981-019-0250-2";31729999;"https://aidsrestherapy.biomedcentral.com/articles/10.1186/s12981-019-0250-2";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;TRUE
"466";"NCT02153372";FALSE;TRUE;"32183231";"";"";NA;2174;TRUE;"10.1186/s12967-016-1066-7";27846890;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5111224/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"467";"NCT03339024";FALSE;TRUE;"29056153,30784955,30990816,32053696,33352584,35967290,36242831";"";"";NA;3635;TRUE;"10.1093/alcalc/agaa133";33352584;"https://doi.org/10.1093/alcalc/agaa133";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;TRUE
"468";"NCT01370863";FALSE;TRUE;"25530111,27729771";"";"";NA;624;TRUE;"10.1111/nmo.12484";25530111;"http://onlinelibrary.wiley.com/doi/10.1111/nmo.12484/abstract";"Linked at the registration";TRUE;2012;"iv";FALSE;TRUE;FALSE;TRUE
"469";"NCT03813927";FALSE;TRUE;"32677037,32982998";"";"";NA;4009;TRUE;"10.1177/15347346211020268";34213957;"https://journals.sagepub.com/doi/10.1177/15347346211020268?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed";"Other";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"470";"NCT01916408";FALSE;TRUE;"24559067,26093876,28574286,28587488,29370708,32121570";"";"";NA;2527;TRUE;"10.1016/j.ahj.2015.04.001";26093876;NA;"Linked at the registration";FALSE;2014;"iv";FALSE;TRUE;FALSE;TRUE
"471";"NCT00630864";FALSE;TRUE;"24101373,25416603,28758793,29115008,31353964,32107748,32311072";"";"";NA;216;TRUE;"10.1007/s12265-013-9512-x";24101373;"https://www.ncbi.nlm.nih.gov/pubmed/24101373?dopt=Abstract";"Linked at the registration";TRUE;2010;"iv";FALSE;TRUE;FALSE;TRUE
"472";"NCT01014767";FALSE;TRUE;"24800173,26278499,28859040,31310659";"";"";NA;1038;TRUE;"10.1093/neuonc/nov229.01";NA;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4639153/#__ffn_sectitle";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;NA;NA
"473";"NCT03045588";FALSE;TRUE;"27897989,31430404";"";"";NA;4173;TRUE;"10.1111/sms.13541";31430404;"https://doi.org/10.1111/sms.13541";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"474";"NCT03374696";FALSE;TRUE;"32349375,32354076,33081594";"";"";NA;3614;TRUE;"10.1177/1059840518811912";30466348;"https://doi.org/10.1177/1059840518811912";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"475";"NCT01775397";TRUE;TRUE;"28875314,30911926,31597902,31723569,31960058";"31723569";"pubmed_enhanced";NA;1841;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"476";"NCT00852670";FALSE;TRUE;"25127208,26627986,26770667,27480072,27663260,28291340,30776422,31317509";"";"";NA;981;TRUE;NA;NA;"https://www.clinicaltrialsregister.eu/ctr-search/trial/2008-001443-19/results";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;NA;NA
"477";"NCT02001766";TRUE;TRUE;"27399349,27822028,29272072,29351130,30016151,30480353,30607464";"29272072,30016151,30480353,30607464";"google_scholar,linked_at_registration,pubmed_naive,nct_match";NA;4785;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"478";"NCT01581450";TRUE;TRUE;"27029459";"27029459";"pubmed_enhanced";NA;1799;FALSE;NA;NA;NA;NA;FALSE;2012;"iv";FALSE;FALSE;NA;NA
"479";"NCT02572531";FALSE;TRUE;"28210874,28806687,28939035,30462764,31157556,33535210";"";"";NA;5102;TRUE;"10.3920/bm2018.0168";31157556;"https://doi.org/10.3920/bm2018.0168";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"480";"NCT00885729";TRUE;TRUE;"21234334,23027703,23197783,23485794,23586792,24661577,26868015,26973328";"24661577,26868015";"linked_at_registration,google_scholar,nct_match";NA;4685;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"481";"NCT04079517";TRUE;TRUE;"34284099,36637153";"34284099";"pubmed_enhanced";NA;4221;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"482";"NCT03985306";FALSE;TRUE;"36123051";"";"";NA;4344;TRUE;"10.1177/15347346211002364";33909504;"https://doi.org/10.1177/15347346211002364";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"483";"NCT00763594";FALSE;TRUE;"26893388";"";"";NA;4647;TRUE;"10.1080/10503307.2021.1998700";34763615;"https://www.tandfonline.com/doi/full/10.1080/10503307.2021.1998700";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"484";"NCT00615732";FALSE;TRUE;"";"";"";NA;208;TRUE;"10.1097/brs.0b013e3181d51fca";21178832;"https://www.ncbi.nlm.nih.gov/pubmed/21178832?dopt=Abstract";"Linked at the registration";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"485";"NCT02953171";TRUE;TRUE;"30256365,33089988,35675225,37181929";"30256365";"pubmed_naive";NA;4274;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"486";"NCT01247831";TRUE;TRUE;"26749244";"26749244";"google_scholar";NA;1892;FALSE;NA;NA;"http://iovs.arvojournals.org/article.aspx?articleid=2354387";"Other";FALSE;2011;"iv";FALSE;FALSE;NA;NA
"487";"NCT01122433";FALSE;TRUE;"";"";"";NA;1083;TRUE;"10.1111/j.1365-2044.2011.06872.x";21883131;"https://www.ncbi.nlm.nih.gov/pubmed/21883131";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"488";"NCT00890253";TRUE;TRUE;"20380712,23442173,23852677,24118976,25227310,25283839,26018348";"20380712,26018348";"linked_at_registration,google_scholar,nct_match,pubmed_naive";NA;1551;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"489";"NCT02893137";FALSE;TRUE;"30133493,30641498,33948346,34503460";"";"";NA;4420;TRUE;"10.1093/noajnl/vdaa121";33215088;"https://doi.org/10.1093/noajnl/vdaa121";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"490";"NCT00902252";FALSE;TRUE;"";"";"";NA;1001;TRUE;"10.12968/bjon.2011.20.sup9.s4";22096802;NA;"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"491";"NCT02571426";TRUE;TRUE;"26714833,31325010,35279277,35330795";"35330795";"pubmed_naive,pubmed_enhanced,google_scholar";NA;5109;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"492";"NCT00709098";FALSE;TRUE;"20660124,28476928,30526673";"";"";NA;1465;FALSE;NA;NA;NA;NA;TRUE;2010;"iv";FALSE;TRUE;NA;NA
"493";"NCT01671566";TRUE;TRUE;"25038081,29205923,29349286";"29205923";"pubmed_enhanced,google_scholar";NA;4319;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"494";"NCT01796119";FALSE;TRUE;"";"";"";NA;2180;TRUE;"10.11607/jomi.4214";27183077;"https://pubmed.ncbi.nlm.nih.gov/27183077/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"495";"NCT02823795";TRUE;TRUE;"28698319,30683140,34330857";"34330857";"linked_at_registration,pubmed_enhanced,google_scholar,nct_match";NA;4488;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"496";"NCT02340351";FALSE;TRUE;"";"";"";NA;1335;TRUE;"10.1016/j.jams.2016.03.008";27555224;NA;"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"497";"NCT00831467";FALSE;TRUE;"21150709,23159882,25233993,26383626";"";"";NA;337;TRUE;"10.1186/s40425-015-0068-y";26082837;"https://www.ncbi.nlm.nih.gov/pubmed/26082837";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"498";"NCT02434692";FALSE;TRUE;"27531519,30341506,30849343,31405810,31545953,32339024,32499329,32663530,32891866";"";"";NA;2438;TRUE;"10.1016/j.ajo.2019.09.011";31545953;"https://pubmed.ncbi.nlm.nih.gov/31545953/";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;TRUE
"499";"NCT01903538";FALSE;TRUE;"";"";"";NA;1314;TRUE;"10.1371/journal.pone.0122578";25837520;"https://www.ncbi.nlm.nih.gov/pubmed/25837520";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"500";"NCT02479152";TRUE;TRUE;"33044927,34710550,36798487";"34710550,36798487";"linked_at_registration,google_scholar,nct_match";NA;3399;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"501";"NCT00658437";FALSE;TRUE;"19328713,21147760,25324973";"";"";NA;233;TRUE;"10.1186/s40425-014-0027-z";25324973;"https://www.ncbi.nlm.nih.gov/pubmed/25324973";"Linked at the registration";FALSE;2010;"iv";FALSE;TRUE;FALSE;TRUE
"502";"NCT01789567";FALSE;TRUE;"";"";"";NA;2252;TRUE;"10.1016/j.jcin.2014.05.014";25129672;"https://www.jacc.org/doi/full/10.1016/j.jcin.2014.05.014?utm_campaign=JACC%253A_Cardiovascular_Interventions_TrendMD_1&utm_medium=cpc&utm_source=TrendMD";"Systematic Google search";TRUE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"503";"NCT01600014";FALSE;TRUE;"26045882,29030864,29206275,30653833,31374304,31625920";"";"";NA;2678;TRUE;"10.1111/bjd.14222";26471889;"https://onlinelibrary.wiley.com/doi/full/10.1111/bjd.14222";"Systematic Google search";TRUE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"504";"NCT02647801";FALSE;TRUE;"27906104,30570315,32979027";"";"";NA;2448;TRUE;"10.1037/emo0000562";30570315;"https://pubmed.ncbi.nlm.nih.gov/30570315/";"Linked at the registration";FALSE;2016;"iv";FALSE;TRUE;FALSE;TRUE
"505";"NCT03385681";TRUE;TRUE;"29778756,30667569,34836822";"34836822";"google_scholar";NA;3605;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"506";"NCT01070849";FALSE;TRUE;"21083918";"";"";NA;470;TRUE;"10.1186/1471-2474-11-266";21083918;"https://bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/1471-2474-11-266";"Linked at the registration";FALSE;2011;"iv";FALSE;TRUE;FALSE;TRUE
"507";"NCT02220140";FALSE;TRUE;"";"";"";NA;5005;TRUE;NA;NA;"https://static1.squarespace.com/static/5f625d72f543114733b9e43e/t/60363993a88c79395f201173/1614166419994/3+RP+Foster+Care.pdf";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"508";"NCT01218516";TRUE;TRUE;"22663189,23357463,23727858,24516337,25457975,26063635,26357465,27022278,27248175";"23727858";"google_scholar";NA;1681;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"509";"NCT02138552";FALSE;TRUE;"";"";"";NA;2105;TRUE;"10.1007/s00784-018-2379-0";29500541;"https://pubmed.ncbi.nlm.nih.gov/29500541/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"510";"NCT01696526";FALSE;TRUE;"26037521,26354531,26621634,27100654,27118531";"";"";NA;1282;TRUE;"10.3945/ajcn.114.105395";26354531;"http://ajcn.nutrition.org/content/102/4/837.full";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;TRUE
"511";"NCT00958750";FALSE;TRUE;"";"";"";NA;1028;TRUE;"10.1016/j.jaad.2010.09.724";21700360;"http://www.sciencedirect.com/science/article/pii/S0190962210018116";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"512";"NCT01454661";TRUE;TRUE;"30548483,37020105";"30548483,37020105";"google_scholar";NA;4025;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"513";"NCT01901991";FALSE;TRUE;"";"";"";NA;4652;TRUE;"10.1097/SLA.0000000000002101";28257326;"https://www.doi.org/10.1097/SLA.0000000000002101";"Linked at the registration";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"514";"NCT01021423";FALSE;TRUE;"21030346,21168343,21228334,22761620,23415066,23556075,23834234,28082342,28699256,28771673,29096668,29193019";"";"";NA;446;TRUE;"10.1111/bjh.12449";23834234;"https://www.ncbi.nlm.nih.gov/pubmed/23834234?dopt=Abstract";"Linked at the registration";TRUE;2011;"iv";FALSE;TRUE;FALSE;TRUE
"515";"NCT01798160";FALSE;TRUE;"24319634,24800173,25373796";"";"";NA;1299;TRUE;"10.1007/s00270-014-1012-0";25373796;"https://www.ncbi.nlm.nih.gov/pubmed/25373796";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;TRUE
"516";"NCT01121666";FALSE;TRUE;"25735918,27738114,32605133";"";"";NA;1082;TRUE;NA;NA;"https://insights.ovid.com/human-reproduction/hurep/2013/06/001/108-phase-iii-assessor-blinded-randomised-multi/137/00004683";"Systematic Google search";TRUE;2013;"iv";FALSE;TRUE;NA;NA
"517";"NCT02099968";FALSE;TRUE;"";"";"";NA;1949;TRUE;"10.1101/2020.02.23.20027029";NA;"https://www.medrxiv.org/content/10.1101/2020.02.23.20027029v1";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;NA;NA
"518";"NCT02655263";FALSE;TRUE;"";"";"";NA;4934;TRUE;"10.1210/clinem/dgac595";36240323;"https://doi.org/10.1210/clinem/dgac595";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"519";"NCT02203461";FALSE;TRUE;"";"";"";NA;2511;TRUE;"10.3851/imp3049";27050630;NA;"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"520";"NCT01434589";FALSE;TRUE;"22540330,31094644";"";"";NA;2462;TRUE;"10.1001/jamapsychiatry.2019.1676";31290948;"https://pubmed.ncbi.nlm.nih.gov/31290948/";"Linked at the registration";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"521";"NCT01117649";TRUE;TRUE;"25385352,29703051";"29703051";"google_scholar";NA;1650;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"522";"NCT00453895";FALSE;TRUE;"19845175,23125857";"";"";NA;862;TRUE;"10.1210/jc.2012-1419";22837187;NA;"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"523";"NCT03503526";FALSE;TRUE;"29848343,34285768";"";"";NA;5081;TRUE;"10.1016/j.ejtd.2022.100277";NA;"https://www.sciencedirect.com/science/article/pii/S2468749922000199";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;NA;NA
"524";"NCT01553032";TRUE;TRUE;"23855804";"23855804";"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match";NA;1794;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"525";"NCT01528332";FALSE;TRUE;"";"";"";NA;1784;FALSE;NA;NA;NA;NA;TRUE;2012;"iv";FALSE;TRUE;NA;NA
"526";"NCT02793609";TRUE;TRUE;"32492523,32852803,33140841,33487667,33770629,36753902";"33140841";"google_scholar";NA;4511;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"527";"NCT04043065";TRUE;TRUE;"33135737";"33135737";"google_scholar";NA;4247;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"528";"NCT01770080";FALSE;TRUE;"";"";"";NA;2066;TRUE;"10.1055/s-0037-1607119";NA;"https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-0037-1607119";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;NA;NA
"529";"NCT01394354";FALSE;TRUE;"23016853,24800173";"";"";NA;2205;TRUE;"10.3324/haematol.2018.189969";29674494;"https://haematologica.org/article/view/8642";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"530";"NCT02213367";FALSE;TRUE;"";"";"";NA;2044;TRUE;"10.1111/all.13494";29869790;"https://onlinelibrary.wiley.com/doi/epdf/10.1111/all.13494";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"531";"NCT01566708";FALSE;TRUE;"22993646,25126681,25224125";"";"";NA;1242;TRUE;"10.3389/fnins.2015.00049";25745385;"https://www.ncbi.nlm.nih.gov/pubmed/25745385";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"532";"NCT03132142";TRUE;TRUE;"29845449,29858911,33021154,33524549,34302514,35083491,35121142";"29845449,33524549";"pubmed_enhanced";NA;4045;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"533";"NCT00545441";FALSE;TRUE;"";"";"";NA;1419;FALSE;NA;NA;NA;NA;TRUE;2013;"iv";FALSE;TRUE;NA;NA
"534";"NCT03380897";TRUE;TRUE;"33140841,36753902";"33140841,36753902";"pubmed_naive";NA;3610;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"535";"NCT03134261";FALSE;TRUE;"";"";"";NA;3881;TRUE;"10.1186/s41824-018-0038-y";NA;"https://ejhi.springeropen.com/articles/10.1186/s41824-018-0038-y";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;NA;NA
"536";"NCT00170573";FALSE;TRUE;"";"";"";NA;819;TRUE;"10.1093/annonc/mdl079";16600975;"https://academic.oup.com/annonc/article/17/6/957/197163/Biweekly-pegylated-liposomal-doxorubicin-in";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"537";"NCT02794259";FALSE;TRUE;"";"";"";NA;2021;TRUE;"10.1523/jneurosci.0079-17.2017";28314813;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6596583/";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"538";"NCT00152698";FALSE;TRUE;"27306560,29268712,29559377,30231923";"";"";NA;773;TRUE;"10.1111/jch.12851";27306560;"http://onlinelibrary.wiley.com/doi/10.1111/jch.12851/full";"Other";FALSE;2009;"iv";FALSE;TRUE;FALSE;TRUE
"539";"NCT00974506";FALSE;TRUE;"";"";"";NA;1030;TRUE;"10.2147/cia.s45242";23901266;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3724560/";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"540";"NCT03333850";FALSE;TRUE;"";"";"";NA;3642;TRUE;"10.1016/j.ejim.2019.08.019";31494019;"https://doi.org/10.1016/j.ejim.2019.08.019";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"541";"NCT03567278";FALSE;TRUE;"";"";"";NA;2404;TRUE;"10.1093/ejcts/ezs139";22491663;"https://academic.oup.com/ejcts/article/43/1/52/350215";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"542";"NCT01651832";FALSE;TRUE;"26694748";"";"";NA;2247;TRUE;"10.1016/j.zefq.2014.06.012";26028456;"https://zefq-journal.com/article/S1865921714001330/abstract";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"543";"NCT02357706";FALSE;TRUE;"";"";"";NA;2795;FALSE;NA;NA;NA;NA;TRUE;2015;"iv";FALSE;TRUE;NA;NA
"544";"NCT03115294";FALSE;TRUE;"";"";"";NA;3782;TRUE;"10.1080/10255842.2019.1703133";31847587;"doi.org/10.1080/10255842.2019.1703133";"Linked at the registration";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"545";"NCT01524679";FALSE;TRUE;"24045276";"";"";NA;3008;FALSE;NA;NA;NA;NA;TRUE;2017;"iv";FALSE;TRUE;NA;NA
"546";"NCT04111003";FALSE;TRUE;"31097285,34537976,34990499,35347879";"";"";NA;4210;TRUE;"10.1922/EJPRD_2333Bijelic-Donova12";35438265;"https://pubmed.ncbi.nlm.nih.gov/35438265/";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
