nct_id,tool_results,has_error,tool_prompted_pmids,tool_result_pmids,tool_ident_steps,tool_truncated
NCT02225431,true,true,"29929610,32434204,32471677,32580881,34169747,36473121",29929610,"linked_at_registration,google_scholar,nct_match",undefined
NCT01835236,true,true,"24579888,24855725,25506226,27298406,27998961,30737616,37561451,38329767",37561451,"pubmed_enhanced,google_scholar,nct_match",undefined
NCT01240720,false,true,"21395378,22003068,23176362,29524233,33317863,33901793,35785162,38642843",,,undefined
NCT00167531,true,true,"17803825,20413741,20482476,23177228,27820213,29382298,30275647,31931825,33744188,34876235,35102808","17803825,20413741,20482476","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02813421,false,true,"28135116,33302301",,,undefined
NCT01129141,true,true,"23341277,26074306,29847413,38099431","26074306,29847413","linked_at_registration,google_scholar,pubmed_naive,nct_match",undefined
NCT00320320,false,true,null,,,undefined
NCT00991211,true,true,"18760709,23433739,26239087,33275769,33383209,35180337,35539019,36919283,37616519,38309237,38819907,38976673,39067182,39177012","18760709,23433739,26239087","pubmed_enhanced,linked_at_registration,google_scholar,nct_match",undefined
NCT01261338,true,true,"23476122,24629911,25721531","24629911,25721531","linked_at_registration,pubmed_enhanced,google_scholar",undefined
NCT04463173,false,true,null,,,undefined
NCT04254692,false,true,"36472239,37950027,39063935",,,undefined
NCT00088140,false,true,"16475932,20163376,24266912,24973240,25046161,26698881,28885866,28958640,29913280,30302038,33164276,33400242,34037273,38498283",,,undefined
NCT02349685,true,true,"26452405,39434634,39449261,39491787,39506311,39514276",26452405,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01509729,false,true,null,,,undefined
NCT02382913,true,true,29172945,29172945,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00564174,true,true,"19208560,21083451,27264865,32358837","19208560,32358837","google_scholar,linked_at_registration,pubmed_naive,nct_match",undefined
NCT00236847,true,true,"12823574,24861853,36643088,9337443,9592618",9337443,pubmed_enhanced,undefined
NCT02057068,false,true,"28426910,38099431",,,undefined
NCT00596310,false,true,"39008172,39164754,39174058,39197359,39228669,39240562,39287821,39513892",,,undefined
NCT00279760,false,true,null,undefined,,undefined
NCT03437460,false,true,"34446552,34709906,36415086,37187219,38594820",,,undefined
NCT00664521,true,true,"19513729,19522556,25078871,26137975,30941763,34916133,36291779,36314264,39062171",26137975,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00653965,false,true,null,,,undefined
NCT02873299,false,true,null,,,undefined
NCT02877147,true,true,29592869,29592869,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03662100,false,true,null,,,undefined
NCT03109613,false,true,null,,,undefined
NCT05305586,true,true,"37615239,39310590,39433883,39435152",37615239,google_scholar,undefined
NCT03013244,false,true,null,,,undefined
NCT02600559,true,true,"29395279,36064032",29395279,google_scholar,undefined
NCT02607566,true,true,"27370357,28882745,30130144,30670230",30670230,"linked_at_registration,pubmed_naive",undefined
NCT01736280,false,true,"26873184,35371486,37194776",,,undefined
NCT01598701,false,true,"34647710,34667904,34908874,35071841,37417808",,,undefined
NCT00261703,true,true,"20032123,24256848,25060589,25416687,26666649,28301079,32797376,32850394","20032123,24256848,32797376","pubmed_enhanced,linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT04946526,false,true,null,,,undefined
NCT00412308,true,true,"21353827,26369888,28290467,29434247,33766556",26369888,pubmed_enhanced,undefined
NCT00631579,true,true,"19076979,37165291",19076979,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03615261,false,true,"39042439,39121478,39291235,39312059,39372722",,,undefined
NCT02404168,false,true,"36259141,38248286,39454944,39454947,39482969",,,undefined
NCT00000762,false,true,null,undefined,,undefined
NCT02689726,true,true,"27252412,28301611,30729633,33117742,34571909,34835193","27252412,28301611",pubmed_enhanced,undefined
NCT01501786,false,true,null,,,undefined
NCT00200356,false,true,"24491068,31934841,33957000,39405899",,,undefined
NCT01778972,true,true,"28244890,28812402,31088557,31188707,31910707,32114877,32489772,34738486,34991469,35665915,35677675,36394727,36893804,37426584,39323932,39360568","28244890,31088557,31188707,32114877","google_scholar,linked_at_registration,nct_match,pubmed_enhanced",undefined
NCT02200133,true,true,"26367235,28534144,30514795,31750936,35405366,35872304,36585573,36870388,37482244,38413823","30514795,36870388",google_scholar,undefined
NCT00539513,true,true,"22024159,23131885,23718208,25720096,25912534,26301176,26629962,27027204,28384832,28617566,31800306,38228604",23131885,pubmed_naive,undefined
NCT02112721,true,true,"26246241,27030935,28490514,29123173,30201225,30321667,30367939,30608609,30649593,31783602,35684094,36297122,36597795,39408200,39421597","28490514,29123173,30321667,30649593","linked_at_registration,nct_match,google_scholar,pubmed_enhanced",undefined
NCT02822729,false,true,"28322939,30465134,32533949,33600237,34495425,35510270,36803996,37375739,38168596",,,undefined
NCT00413387,false,true,null,,,undefined
NCT00509002,true,true,"18391625,18429007,24585506,27749536,33576119,33961718,34024488,36184436,38630141,39097677,39263605,39339232",24585506,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00193869,true,true,"16477923,34508647,39279782",16477923,"linked_at_registration,pubmed_naive",undefined
NCT00649428,false,true,null,,,undefined
NCT02689414,true,true,"31126835,31648881,31870692,32047578,32968425,36139151,36645250,37220677,37512563,39454941","31126835,31648881,31870692,32047578,32968425,36139151","linked_at_registration,google_scholar,nct_match,pubmed_enhanced",undefined
NCT00820170,true,true,"20557276,21406471,21600381,21670084,22028489,22098334,22607765,24388104,24579888,29680193,30075834,39272660","21406471,29680193",pubmed_enhanced,undefined
NCT03949075,true,true,"35822425,36271942,37880303,38177568,38265850,39487596",36271942,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04305405,true,true,"32430808,32910897,34045872,35921565,36559032,37517797,37702164,38491795,38567842,38733124",38491795,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00958451,true,true,"21885174,39503227",21885174,"pubmed_enhanced,google_scholar",undefined
NCT01916863,false,true,31837264,,,undefined
NCT01887886,false,true,"24284914,24811494,24852181,25303979,26341687,26413995,26516195,27908825,28469401,28673936,29483495,29801465,33024658,33734432,35016465",,,undefined
NCT00438568,true,true,"21911655,29710715,30316796,30541602,30958348,31075308,32486897,32739008,33942972,34829566,35175106,36174965,38800123,39085976,39128931","21911655,30958348","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03971656,true,true,"33295204,36250283,38299570",36250283,"pubmed_enhanced,google_scholar",undefined
NCT01901705,true,true,"28865459,33845737,36958476,37454748",28865459,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03497806,false,true,"31888470,34481657,36645620,36830964,38245861,38739837,38786164",,,undefined
NCT01467284,true,true,"24345602,25877437,27863126,39248134,39374178,39399983,39424193,39494447","24345602,25877437","google_scholar,linked_at_registration,nct_match",undefined
NCT05026944,false,true,null,,,undefined
NCT02990585,false,true,"28115382,32892675,35509620,35697483,37213707,37377094,37560486,38805536,39213418",,,undefined
NCT00701090,true,true,"21199268,22925682,23604551,24639059,24750644,24793580,25633134,25652751,25683794,30710655,31743602,32304283","21199268,25633134,25652751","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01171807,true,true,"23714676,28946131,32818824,34749072,38164142,39267776",23714676,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00025558,false,true,"35011678,35481313,35739610,39282608,39288772,39299973,39304585,39368752",,,undefined
NCT00605072,true,true,"19922631,22330821,22412114,23350899,25171390,25213687,28711402,29226862,37333097,37499587,38108158,38353984,38617186,38715884,38924596,38939405,38957975,39458168","22412114,23350899","linked_at_registration,google_scholar,nct_match",undefined
NCT05282056,true,true,36966179,36966179,"pubmed_naive,google_scholar,nct_match",undefined
NCT01060150,true,true,"23587983,31791384,33520751,35844168,38178233,39508643","23587983,35844168","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT04524078,false,true,"38165328,38600679,38857611,39179879,39479747",,,undefined
NCT04043065,true,true,"33135737,37689179,38431099,38642404,38875310,39082206,39446990",33135737,google_scholar,undefined
NCT04436510,false,true,"34645313,35031144,36121612,36518658,36762798,36982778,37296644,37642362,38474416",,,undefined
NCT00910208,true,true,"22506940,28601270,34183200,34699418,34775197,37893464,39233745","22506940,28601270","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02717676,false,true,"34040970,35448942,36415498,36524142,39040724",,,undefined
NCT04777955,false,true,"35134632,38165122,38780025,39166672",,,undefined
NCT03764943,false,true,34066406,,,undefined
NCT01736943,false,true,"25932335,26160308,27308423,29870791,31853234,36140335,37363050,38969563,39021209,39063110,39068406,39188528,39413375,39502312",,,undefined
NCT03838809,true,true,"31511629,38217869,38524555,38667814,38688204,39073676",31511629,"linked_at_registration,google_scholar,nct_match",undefined
NCT03541980,true,true,"31181025,31248494,31248496,33025690,37907055,38412519",33025690,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00078442,true,true,"20420510,26957195,28929430",20420510,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02748096,true,true,"23365026,26430080,27025869,28831554,30792179",28831554,google_scholar,undefined
NCT03657147,true,true,"32697557,36594752,36848727,36967704,37442227,37524828,37580416","36594752,36848727,36967704,37442227,37524828,37580416","pubmed_naive,google_scholar,nct_match",undefined
NCT02901873,true,true,"28866125,31511942,32279427,35724563,36550429",31511942,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03277066,false,true,36474768,,,undefined
NCT05511142,true,true,"36258663,37679958",37679958,"pubmed_naive,google_scholar",undefined
NCT00270400,true,true,"22157521,25236344",22157521,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00014326,false,true,"15908650,15909809,15989703,16163187,19440667,30146794",,,undefined
NCT00698204,true,true,"25151488,31726219,32056010,32479139,37079106,37236706,38262773,38456849,39005202",25151488,"linked_at_registration,google_scholar,nct_match",undefined
NCT05873985,false,true,null,,,undefined
NCT00627666,true,true,"21523798,39169621",21523798,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01103973,true,true,21496800,21496800,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01125592,true,true,"22174728,35598754,36975461,37582238,37739466,37754510,38385326",22174728,"linked_at_registration,google_scholar",undefined
NCT00222521,false,true,"28238223,36267108,36537525,36620757,37125945,37125948",,,undefined
NCT00049517,true,true,"19776406,21415269,22417203,25772026,26755712,27446991,36151075,36332294,37185873,37267439,38705601","19776406,21415269,22417203,26755712,27446991,36332294,37185873,37267439","linked_at_registration,google_scholar,nct_match,pubmed_enhanced",undefined
NCT02634450,true,true,"29746301,29994914,31112547,32853411,36065889,36523274",29746301,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03203746,true,true,30633595,30633595,"pubmed_enhanced,google_scholar",undefined
NCT04968769,false,true,"34856838,34882511,36269093,36762951",,,undefined
NCT02803047,false,true,"27322248,33375440,35088608",,,undefined
NCT00679679,true,true,"20148739,33899646,35149444,37666459,37715279,39357046",20148739,"linked_at_registration,google_scholar,nct_match",undefined
NCT02486536,true,true,"31682026,35093004,37913505,38294987,38472215,38550997",31682026,"linked_at_registration,google_scholar,nct_match",undefined
NCT00004316,false,true,null,,,undefined
NCT01242488,true,true,"24641941,25011387,27201889,28250704,34101570",24641941,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00533520,false,true,22321802,,,undefined
NCT01495897,false,true,null,,,undefined
NCT02673255,false,true,null,,,undefined
NCT01578668,true,true,"23142311,24953014,24985049,26888310,29147576,29147577,31728434,32356218,32614698,33790576,37595587,38369644,38464823,39093926,39512605","24985049,29147576","pubmed_naive,google_scholar,nct_match",undefined
NCT02729259,true,true,"33585833,33724890,35305845,35348435,35834408",35305845,"pubmed_naive,google_scholar",undefined
NCT06300749,false,true,null,,,undefined
NCT01761123,true,true,"27881837,29794983,33019589,33092070,34416408,34667600,38402303",27881837,google_scholar,undefined
NCT00952848,true,true,"20813492,30794084,31641203,32317954,32352341,39393521",20813492,google_scholar,undefined
NCT02837848,true,true,"30480012,30501388,37525195,37626509,38548004,39116577,39143409",30501388,"linked_at_registration,google_scholar,nct_match",undefined
NCT02798965,false,true,null,,,undefined
NCT01715844,true,true,"31714895,39129602,39311907,39362350,39447136,39510322",31714895,"linked_at_registration,google_scholar,nct_match",undefined
NCT04818346,false,true,"34978076,37615581,37871805,38820107",,,undefined
NCT00102206,false,true,null,undefined,,undefined
NCT00131677,true,true,"20969483,21505387,21850229,21897852,22394224,23253759,25147587,29315307,35835755,35913838,35928266,37383290,38484128","21897852,29315307","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT04349696,false,true,null,,,undefined
NCT03333876,false,true,null,,,undefined
NCT01696214,false,true,"26031392,26798035,27158740,27589942,28669892,29848236,29986152,32006591,33054443,33186869,37072532",,,undefined
NCT00118040,true,true,"19414669,19660870,22293631,25254214,29729870,30030139,33113500,36473401,37258421,39236942",22293631,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
